date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:58	371/371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22173-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/icon-three/check-round-2.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/icon-three/check-round-2.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:20:58	76675/76675	---M--	200	added ('OK')	image/png	etag:%2212b83-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/students/learn-anything.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/students/learn-anything.png	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:20:59	58512/58512	---M--	200	added ('OK')	image/png	etag:%22e490-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/students/certification.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/students/certification.png	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:21:00	2764/2764	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22acc-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/icon-three/winning.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/icon-three/winning.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:21:06	371/371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22173-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/icon-three/check-round-3.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/icon-three/check-round-3.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:21:10	2597/2597	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a25-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/icon-three/student-icon.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/icon-three/student-icon.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:21:12	89144/89144	---M--	200	added ('OK')	image/jpeg	etag:%2215c38-5ee4b4e598200%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/avatar-07.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/avatar-07.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:21:13	59285/59285	---M--	200	added ('OK')	image/jpeg	etag:%22e795-5ee4b4e598200%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/avatar-08.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/avatar-08.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:21:36	67363/67363	---M--	200	added ('OK')	image/jpeg	etag:%2210723-5ee4b4e598200%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/avatar-09.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/avatar-09.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:43	12272/12272	---M--	200	added ('OK')	image/jpeg	etag:%222ff0-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-2.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-2.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:50	31710/31710	---M--	200	added ('OK')	image/jpeg	etag:%227bde-5f29ab826f700%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-3.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-3.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:50	25394/25394	---M--	200	added ('OK')	image/jpeg	etag:%226332-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-4.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-4.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:54	48460/48460	---M--	200	added ('OK')	image/jpeg	etag:%22bd4c-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-5.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-5.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:54	36109/36109	---M--	200	added ('OK')	image/jpeg	etag:%228d0d-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-6.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-6.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:55	19144/19144	---M--	200	added ('OK')	image/jpeg	etag:%224ac8-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-7.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-7.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:58	15511/15511	---M--	200	added ('OK')	image/jpeg	etag:%223c97-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-8.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/gallery/gallery-8.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:22:58	588/588	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224c-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/pattern-05.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/pattern-05.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:02	575/575	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2223f-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/pattern-06.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/pattern-06.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:03	345/345	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22159-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/quote.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/quote.svg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:04	63476/63476	---M--	200	added ('OK')	image/jpeg	etag:%22f7f4-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-20.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-20.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:05	79334/79334	---M--	200	added ('OK')	image/jpeg	etag:%22135e6-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-21.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-21.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:07	58845/58845	---M--	200	added ('OK')	image/jpeg	etag:%22e5dd-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-22.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-22.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:08	57493/57493	---M--	200	added ('OK')	image/jpeg	etag:%22e095-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-23.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-23.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:10	14210/14210	---M-Z	200	added ('OK')	text/css	etag:%223782-5e3ae063c8f00-gzip%22	https://dreamslms.dreamguystech.com/html/assets/css/feather.css	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/css/feather.css	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:10	92074/92074	---M--	200	added ('OK')	image/jpeg	etag:%22167aa-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-24.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-24.jpg	(from https://dreamslms.dreamguystech.com/html/index-three.html)
15:23:12	2652/2652	---M--	200	added ('OK')	image/png	etag:%22a5c-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/logo/logo-five.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/logo/logo-five.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:13	18965/18965	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224a15-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/logo/logo-five.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/logo/logo-five.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:15	68635/68635	---M--	200	added ('OK')	image/png	etag:%2210c1b-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/slider/slider-01.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/slider/slider-01.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:18	48785/48785	---M--	200	added ('OK')	image/png	etag:%22be91-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/slider/slider-02.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/slider/slider-02.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:19	377/377	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22179-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/banner-vector.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/banner-vector.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:19	13904/13904	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223650-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/client/client-01.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/client/client-01.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:23	18064/18064	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224690-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/client/client-02.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/client/client-02.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:25	30524/30524	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22773c-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/client/client-03.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/client/client-03.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:25	13372/13372	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22343c-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/client/client-04.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/client/client-04.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:25	9964/9964	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2226ec-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/client/client-05.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/client/client-05.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:26	2768/2768	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ad0-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/course/course-01.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/course-01.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:27	6625/6625	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219e1-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/course/course-02.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/course-02.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:28	2251/2251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228cb-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/course/course-03.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/course-03.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:28	3915/3915	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f4b-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/course/course-04.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/course-04.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:32	40771/40771	---M--	200	added ('OK')	image/jpeg	etag:%229f43-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/course/featured-course-01.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/featured-course-01.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:33	51044/51044	---M--	200	added ('OK')	image/jpeg	etag:%22c764-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/course/featured-course-02.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/featured-course-02.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:33	19935/19935	---M--	200	added ('OK')	image/jpeg	etag:%224ddf-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/course/featured-course-03.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/featured-course-03.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:34	37256/37256	---M--	200	added ('OK')	image/jpeg	etag:%229188-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/course/featured-course-04.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/featured-course-04.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:35	30681/30681	---M--	200	added ('OK')	image/jpeg	etag:%2277d9-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/course/featured-course-05.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/featured-course-05.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:37	35883/35883	---M--	200	added ('OK')	image/jpeg	etag:%228c2b-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/course/featured-course-06.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/course/featured-course-06.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:39	379/379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2217b-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/master-vector-left.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/master-vector-left.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:39	1697/1697	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226a1-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/skills/skills-01.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/skills/skills-01.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:40	851/851	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22353-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/skills/skills-02.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/skills/skills-02.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:40	1353/1353	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22549-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/skills/skills-03.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/skills/skills-03.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:41	813/813	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2232d-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/skills/skills-04.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/skills/skills-04.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:41	334/334	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214e-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/instructor-vector-left.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/instructor-vector-left.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:44	13285/13285	---M--	200	added ('OK')	image/png	etag:%2233e5-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-01.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-01.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:45	12747/12747	---M--	200	added ('OK')	image/png	etag:%2231cb-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-02.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-02.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:45	11594/11594	---M--	200	added ('OK')	image/png	etag:%222d4a-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-03.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-03.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:47	14893/14893	---M--	200	added ('OK')	image/png	etag:%223a2d-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-04.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-04.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:48	12242/12242	---M--	200	added ('OK')	image/png	etag:%222fd2-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-05.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-05.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:48	19893/19893	---M--	200	added ('OK')	image/png	etag:%224db5-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-06.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-06.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:51	11992/11992	---M--	200	added ('OK')	image/png	etag:%222ed8-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-07.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-07.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:51	17373/17373	---M--	200	added ('OK')	image/png	etag:%2243dd-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-08.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-08.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:53	10726/10726	---M--	200	added ('OK')	image/png	etag:%2229e6-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-10.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-10.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:54	12766/12766	---M--	200	added ('OK')	image/png	etag:%2231de-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-11.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-11.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:54	10813/10813	---M--	200	added ('OK')	image/png	etag:%222a3d-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-12.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-12.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:57	14347/14347	---M--	200	added ('OK')	image/png	etag:%22380b-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-13.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-13.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:57	13631/13631	---M--	200	added ('OK')	image/png	etag:%22353f-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-14.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-14.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:23:59	13347/13347	---M--	200	added ('OK')	image/png	etag:%223423-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-15.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-15.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:00	10813/10813	---M--	200	added ('OK')	image/png	etag:%222a3d-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/profiles/profile-16.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/profiles/profile-16.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:00	335/335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214f-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/instructor-vector-right.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/instructor-vector-right.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:00	646/646	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22286-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/icon/award-new.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/icon/award-new.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:02	56020/56020	---M--	200	added ('OK')	image/png	etag:%22dad4-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/joing-us-skill.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/joing-us-skill.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:02	56368/56368	---M--	200	added ('OK')	image/png	etag:%22dc30-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/education.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/education.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:03	50701/50701	---M--	200	added ('OK')	image/png	etag:%22c60d-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/testimonial/testimonial-01.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/testimonial/testimonial-01.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:04	43660/43660	---M--	200	added ('OK')	image/png	etag:%22aa8c-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/testimonial/testimonial-02.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/testimonial/testimonial-02.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:05	53112/53112	---M--	200	added ('OK')	image/png	etag:%22cf78-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/testimonial/testimonial-03.png	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/testimonial/testimonial-03.png	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:05	23392/23392	---M--	200	added ('OK')	image/jpeg	etag:%225b60-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-img-01.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-img-01.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:06	25541/25541	---M--	200	added ('OK')	image/jpeg	etag:%2263c5-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-img-02.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-img-02.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:06	37438/37438	---M--	200	added ('OK')	image/jpeg	etag:%22923e-5f28d72546f80%22	https://dreamslms.dreamguystech.com/html/assets/img/blog/blog-img-03.jpg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/blog/blog-img-03.jpg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:06	373/373	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22175-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/footer-left.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/footer-left.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:07	374/374	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22176-5f286f5be9280%22	https://dreamslms.dreamguystech.com/html/assets/img/bg/footer-right.svg	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/assets/img/bg/footer-right.svg	(from https://dreamslms.dreamguystech.com/html/index-four.html)
15:24:07	22981/22981	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2017:50:06%20GMT	https://dreamslms.dreamguystech.com/html/instructor-chat.html	C:/Users/lenovo%20pc/Desktop/INFISCH/dreamslms.dreamguystech.com/html/instructor-chat.html	(from https://dreamslms.dreamguystech.com/html/instructor-dashboard.html)
